INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Shooting
204020534,10/21/2019,16:00:00,MANHATTAN,20,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,"987,818","221,369",40.7742906,-73.98711927,1
203980165,10/19/2019,10:25:00,QUEENS,103,0,,FALSE,,,,25-44,M,BLACK,"1,037,533","196,062",40.70466946,-73.80782521,1
203980164,10/18/2019,14:43:00,MANHATTAN,32,0,MULTI DWELL - APT BUILD,TRUE,45-64,F,BLACK,45-64,F,WHITE HISPANIC,"1,000,565","234,704",40.81087724,-73.94106415,1
203980164,10/18/2019,14:43:00,MANHATTAN,32,0,MULTI DWELL - APT BUILD,TRUE,45-64,F,BLACK,65+,M,BLACK,"1,000,565","234,704",40.81087724,-73.94106415,1
203883813,10/17/2019,12:32:00,QUEENS,105,0,,FALSE,,,,18-24,F,BLACK,"1,053,981","179,167",40.65818238,-73.74867719,1
203778568,10/15/2019,22:55:00,BROOKLYN,63,0,,FALSE,,,,25-44,M,BLACK,"1,007,121","166,201",40.62283852,-73.9176136,1
203676932,10/13/2019,2:30:00,BROOKLYN,81,0,,FALSE,,,,25-44,M,BLACK,"1,002,883","192,220",40.69426487,-73.93280818,1
203676932,10/13/2019,2:30:00,BROOKLYN,81,0,,FALSE,,,,45-64,M,BLACK,"1,002,883","192,220",40.69426487,-73.93280818,1
203676929,10/13/2019,1:55:00,MANHATTAN,17,0,,FALSE,,,,25-44,M,BLACK,"990,804","210,370",40.74409945,-73.97634911,1
203676930,10/12/2019,18:02:00,MANHATTAN,28,0,,TRUE,25-44,M,BLACK,25-44,M,BLACK,"998,253","233,408",40.80732405,-73.94941886,1
203676928,10/12/2019,6:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,25-44,F,BLACK,"1,003,550","185,645",40.67621657,-73.93042172,1
203676928,10/12/2019,6:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,FALSE,45-64,M,BLACK,25-44,F,BLACK,"1,003,550","185,645",40.67621657,-73.93042172,1
203676928,10/12/2019,6:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,TRUE,25-44,M,BLACK,25-44,F,BLACK,"1,003,550","185,645",40.67621657,-73.93042172,1
203676928,10/12/2019,6:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,TRUE,45-64,M,BLACK,25-44,F,BLACK,"1,003,550","185,645",40.67621657,-73.93042172,1
203676928,10/12/2019,6:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,25-44,M,BLACK,"1,003,550","185,645",40.67621657,-73.93042172,1
203676928,10/12/2019,6:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,FALSE,45-64,M,BLACK,25-44,M,BLACK,"1,003,550","185,645",40.67621657,-73.93042172,1
203676928,10/12/2019,6:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,TRUE,25-44,M,BLACK,25-44,M,BLACK,"1,003,550","185,645",40.67621657,-73.93042172,1
203676928,10/12/2019,6:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,TRUE,45-64,M,BLACK,25-44,M,BLACK,"1,003,550","185,645",40.67621657,-73.93042172,1
203676928,10/12/2019,6:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,45-64,M,BLACK,"1,003,550","185,645",40.67621657,-73.93042172,1
203676928,10/12/2019,6:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,FALSE,45-64,M,BLACK,45-64,M,BLACK,"1,003,550","185,645",40.67621657,-73.93042172,1
203676928,10/12/2019,6:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,TRUE,25-44,M,BLACK,45-64,M,BLACK,"1,003,550","185,645",40.67621657,-73.93042172,1
203676928,10/12/2019,6:55:00,BROOKLYN,77,0,BAR/NIGHT CLUB,TRUE,45-64,M,BLACK,45-64,M,BLACK,"1,003,550","185,645",40.67621657,-73.93042172,1
203678796,10/12/2019,6:30:00,BRONX,42,0,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,WHITE HISPANIC,"1,009,909","241,902",40.83061152,-73.90728181,1
203676927,10/12/2019,2:50:00,MANHATTAN,18,0,,FALSE,25-44,M,BLACK,25-44,F,BLACK,"988,226","217,228",40.76292445,-73.98564865,1
203676926,10/11/2019,23:14:00,QUEENS,113,0,,FALSE,,,,18-24,M,BLACK,"1,044,553","188,701",40.68442022,-73.78257211,1
203676931,10/11/2019,22:15:00,MANHATTAN,10,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,WHITE HISPANIC,18-24,F,WHITE HISPANIC,"983,907","212,138",40.74895459,-74.00123937,1
203571464,10/10/2019,21:54:00,BROOKLYN,71,0,SUPERMARKET,TRUE,18-24,M,BLACK,25-44,M,BLACK,"995,358","178,299",40.6560675,-73.95996735,1
203517392,10/9/2019,13:38:00,QUEENS,105,0,HOSPITAL,FALSE,,,,25-44,M,BLACK,"1,065,540","213,942",40.75353246,-73.70659676,1
203517393,10/9/2019,13:00:00,QUEENS,105,0,,TRUE,,,,18-24,M,ASIAN / PACIFIC ISLANDER,"1,066,815","209,653",40.74174848,-73.70204752,1
203394881,10/7/2019,16:21:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,18-24,F,BLACK,"984,688","150,503",40.5797802,-73.99842465,1
203394879,10/7/2019,13:27:00,BRONX,43,0,,FALSE,,,,<18,M,ASIAN / PACIFIC ISLANDER,"1,024,622","237,417",40.81824648,-73.85414297,1
203348701,10/6/2019,21:54:00,MANHATTAN,23,0,,FALSE,45-64,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,"999,211","227,549",40.79124112,-73.94597136,1
203350418,10/6/2019,17:00:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,"998,286","189,885",40.68786432,-73.94939048,1
203348705,10/6/2019,13:49:00,BROOKLYN,67,0,,FALSE,,,,25-44,M,BLACK,"999,369","172,510",40.64017201,-73.94552437,1
203350417,10/6/2019,1:09:00,BROOKLYN,77,0,,FALSE,,,,18-24,F,BLACK,"995,325","185,155",40.67488574,-73.96007502,1
203350417,10/6/2019,1:09:00,BROOKLYN,77,0,,FALSE,,,,18-24,M,BLACK,"995,325","185,155",40.67488574,-73.96007502,1
203348698,10/5/2019,21:50:00,MANHATTAN,25,0,,TRUE,,,,25-44,M,WHITE HISPANIC,"999,296","230,862",40.80033426,-73.94565697,1
203348707,10/5/2019,4:38:00,BRONX,40,0,GROCERY/BODEGA,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,009,821","236,559",40.81594676,-73.90762016,1
203348704,10/5/2019,2:15:00,BRONX,40,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,"1,007,643","231,079",40.80091171,-73.91550779,1
203348706,10/5/2019,0:34:00,BRONX,49,0,,FALSE,,,,25-44,M,BLACK,"1,026,424","251,705",40.85745442,-73.84754276,1
203348700,10/4/2019,18:34:00,BRONX,44,1,,TRUE,25-44,M,BLACK,18-24,M,BLACK,"1,007,022","243,322",40.83451692,-73.91770926,1
203348699,10/4/2019,1:51:00,BRONX,43,0,,FALSE,,,,25-44,M,BLACK,"1,021,155","242,972",40.83350852,-73.86663819,1
203259385,10/3/2019,21:39:00,BROOKLYN,79,0,,TRUE,45-64,M,BLACK,18-24,M,BLACK,"998,136","187,813",40.68217739,-73.94993562,1
203348703,10/3/2019,14:27:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,18-24,M,BLACK,"1,008,529","180,190",40.66123156,-73.91249125,1
203211777,10/3/2019,1:45:00,BROOKLYN,67,0,MULTI DWELL - APT BUILD,TRUE,,,,25-44,M,BLACK,"1,004,729","174,146",40.64465171,-73.92620615,1
203211776,10/3/2019,0:38:00,MANHATTAN,33,0,,TRUE,,,,25-44,M,WHITE HISPANIC,"1,001,505","245,382",40.84018353,-73.93764098,1
203207191,10/2/2019,20:14:00,BRONX,44,0,,FALSE,18-24,M,WHITE HISPANIC,<18,M,WHITE HISPANIC,"1,007,885","246,406",40.84297934,-73.91457973,1
203207192,10/2/2019,16:47:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,"1,004,856","187,468",40.68121735,-73.9257078,1
203207193,10/2/2019,13:26:00,BROOKLYN,79,0,,FALSE,<18,M,BLACK,18-24,M,BLACK,"1,001,139","192,775",40.69579172,-73.93909591,1
203148056,10/1/2019,13:10:00,QUEENS,103,2,MULTI DWELL - PUBLIC HOUS,TRUE,45-64,M,BLACK,18-24,M,BLACK,"1,040,893","194,012",40.69902183,-73.79572396,1
203083804,9/30/2019,13:49:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,"998,869","230,618",40.79966526,-73.94719978,1
203083804,9/30/2019,13:49:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK,18-24,M,BLACK,"998,869","230,618",40.79966526,-73.94719978,1
203041425,9/29/2019,23:15:00,BRONX,52,0,,FALSE,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,"1,010,668","253,614",40.86275526,-73.904493,1
203041429,9/29/2019,18:30:00,STATEN ISLAND,120,0,,FALSE,,,,<18,M,BLACK,"962,585","165,738",40.62157071,-74.07804344,1
203041424,9/29/2019,0:35:00,BRONX,47,2,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,25-44,M,WHITE,"1,026,855","262,287",40.88649666,-73.84591742,1
203041430,9/28/2019,1:17:00,BRONX,42,0,,TRUE,,,,18-24,M,BLACK,"1,012,860","244,801",40.83855936,-73.89660592,1
203042901,9/27/2019,23:29:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,45-64,M,BLACK,"1,019,084","183,993",40.67163471,-73.87442766,1
203041427,9/27/2019,21:45:00,QUEENS,101,0,,FALSE,18-24,M,BLACK,25-44,F,BLACK,"1,051,162","155,661",40.59368533,-73.75907038,1
203041423,9/27/2019,20:40:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,F,BLACK,"1,013,031","182,526",40.66762987,-73.89625448,1
203041423,9/27/2019,20:40:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,"1,013,031","182,526",40.66762987,-73.89625448,1
203041423,9/27/2019,20:40:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,"1,013,031","182,526",40.66762987,-73.89625448,1
203041432,9/27/2019,20:03:00,QUEENS,101,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,"1,047,439","156,663",40.59646293,-73.77246641,1
203041432,9/27/2019,20:03:00,QUEENS,101,2,MULTI DWELL - PUBLIC HOUS,TRUE,,,,18-24,M,BLACK,"1,047,439","156,663",40.59646293,-73.77246641,1
203041432,9/27/2019,20:03:00,QUEENS,101,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,"1,047,439","156,663",40.59646293,-73.77246641,1
203041432,9/27/2019,20:03:00,QUEENS,101,2,MULTI DWELL - PUBLIC HOUS,TRUE,,,,25-44,M,BLACK,"1,047,439","156,663",40.59646293,-73.77246641,1
203041428,9/26/2019,19:00:00,BROOKLYN,84,0,,FALSE,18-24,M,BLACK,25-44,M,WHITE,"988,226","192,253",40.69437417,-73.9856634,1
202944931,9/26/2019,14:00:00,MANHATTAN,25,0,,FALSE,,,,25-44,M,BLACK,"999,155","230,606",40.79963185,-73.94616682,1
202944932,9/26/2019,2:30:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,F,BLACK HISPANIC,25-44,M,BLACK,"1,005,170","235,308",40.81252535,-73.92442689,1
202900139,9/25/2019,19:15:00,BROOKLYN,69,0,,FALSE,,,,18-24,M,BLACK,"1,014,030","174,239",40.64488058,-73.89268998,1
202855057,9/24/2019,22:51:00,BROOKLYN,71,0,,FALSE,,,,45-64,F,BLACK,"997,631","178,916",40.65775789,-73.95177405,1
202853370,9/24/2019,21:00:00,BRONX,42,0,,FALSE,25-44,M,UNKNOWN,25-44,M,BLACK,"1,014,493","242,565",40.83241675,-73.89071441,1
202853371,9/24/2019,17:45:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,"1,006,117","183,402",40.67005407,-73.92117454,1
202853369,9/24/2019,16:35:00,BRONX,46,0,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,<18,M,BLACK,"1,006,938","248,232",40.84799365,-73.9179962,1
202804360,9/23/2019,19:50:00,BROOKLYN,81,0,,FALSE,,,,25-44,M,BLACK,"1,006,290","186,730",40.67918825,-73.92054002,1
202804358,9/23/2019,17:48:00,BROOKLYN,70,0,,FALSE,,,,25-44,F,BLACK,"995,849","172,757",40.64085528,-73.95820727,1
202804358,9/23/2019,17:48:00,BROOKLYN,70,0,,FALSE,,,,45-64,F,BLACK,"995,849","172,757",40.64085528,-73.95820727,1
202804357,9/23/2019,11:45:00,MANHATTAN,23,2,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,18-24,M,BLACK HISPANIC,"998,950","229,227",40.79584721,-73.94691026,1
202804357,9/23/2019,11:45:00,MANHATTAN,23,2,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,"998,950","229,227",40.79584721,-73.94691026,1
202804359,9/23/2019,2:10:00,MANHATTAN,30,0,,FALSE,,,,18-24,M,WHITE HISPANIC,"996,722","238,203",40.82048728,-73.95494033,1
202807633,9/23/2019,0:23:00,BRONX,50,0,,FALSE,,,,25-44,M,WHITE HISPANIC,"1,011,047","256,269",40.87004128,-73.9031122,1
202770945,9/22/2019,20:38:00,BRONX,42,0,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,25-44,M,BLACK,"1,008,459","239,672",40.8244949,-73.91252948,1
202770951,9/22/2019,20:30:00,BROOKLYN,67,0,,FALSE,,,,45-64,M,BLACK,"999,010","171,976",40.6387069,-73.94681909,1
202770950,9/22/2019,20:17:00,QUEENS,113,0,,FALSE,,,,18-24,M,BLACK,"1,049,137","194,504",40.70031565,-73.76598816,1
202770950,9/22/2019,20:17:00,QUEENS,113,0,,FALSE,,,,25-44,M,BLACK,"1,049,137","194,504",40.70031565,-73.76598816,1
202770947,9/22/2019,3:40:00,BRONX,45,0,,FALSE,18-24,M,BLACK,18-24,M,WHITE HISPANIC,"1,028,868","236,932",40.81689487,-73.83880601,1
202770949,9/21/2019,22:49:00,QUEENS,113,0,,TRUE,,,,18-24,M,BLACK,"1,052,349","190,359",40.68891449,-73.75444613,1
202770948,9/21/2019,20:45:00,BROOKLYN,67,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,"998,553","172,620",40.64047529,-73.94846436,1
202770948,9/21/2019,20:45:00,BROOKLYN,67,0,,FALSE,25-44,M,BLACK,45-64,M,BLACK,"998,553","172,620",40.64047529,-73.94846436,1
202770948,9/21/2019,20:45:00,BROOKLYN,67,0,,FALSE,25-44,M,BLACK,65+,M,BLACK,"998,553","172,620",40.64047529,-73.94846436,1
202620767,9/18/2019,19:47:00,BRONX,44,0,,FALSE,18-24,M,BLACK,25-44,M,WHITE HISPANIC,"1,007,501","243,434",40.83482308,-73.91597788,1
202578454,9/18/2019,0:30:00,MANHATTAN,28,0,,FALSE,,,,45-64,M,BLACK,"997,406","230,838",40.8002714,-73.95248349,1
202562770,9/17/2019,22:37:00,BRONX,44,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,UNKNOWN,"1,007,174","239,543",40.82414426,-73.91717288,1
202566072,9/17/2019,8:51:00,STATEN ISLAND,120,0,,FALSE,25-44,M,BLACK,UNKNOWN,F,WHITE HISPANIC,"961,362","164,393",40.61787589,-74.08244439,1
202504685,9/17/2019,0:44:00,QUEENS,108,0,,FALSE,18-24,U,UNKNOWN,18-24,M,WHITE HISPANIC,"1,010,565","210,808",40.74526493,-73.90503315,1
202504683,9/16/2019,19:33:00,MANHATTAN,25,0,,FALSE,,,,25-44,F,BLACK,"1,000,558","231,080",40.80093037,-73.94109824,1
202504682,9/16/2019,0:20:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,"990,325","192,487",40.69501525,-73.97809388,1
202457199,9/15/2019,23:20:00,BROOKLYN,88,0,MULTI DWELL - APT BUILD,TRUE,45-64,M,BLACK,25-44,F,BLACK,"992,117","193,223",40.69703399,-73.97163074,1
202457202,9/15/2019,18:55:00,MANHATTAN,32,0,,FALSE,,,,25-44,M,BLACK,"1,001,520","238,402",40.8210254,-73.93760474,1
202457205,9/15/2019,5:44:00,BRONX,52,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,"1,014,472","254,004",40.86381349,-73.89073873,1
202457206,9/15/2019,0:46:00,BRONX,43,0,,FALSE,,,,18-24,M,BLACK,"1,020,734","239,126",40.82295411,-73.86818047,1
202457201,9/14/2019,5:33:00,BROOKLYN,83,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,"1,008,603","191,767",40.6930076,-73.9121827,1
202457203,9/14/2019,0:09:00,MANHATTAN,34,0,,TRUE,,,,18-24,M,WHITE HISPANIC,"1,003,133","249,705",40.85204556,-73.93174513,1
202458696,9/13/2019,20:47:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,45-64,M,BLACK,"998,368","189,350",40.68639573,-73.94909593,1
202457204,9/13/2019,17:53:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,"1,010,688","239,927",40.82518841,-73.90447466,1
202356982,9/12/2019,20:20:00,BRONX,47,0,,FALSE,,,,25-44,M,WHITE HISPANIC,"1,023,230","262,594",40.88735604,-73.85902568,1
202325345,9/12/2019,5:52:00,MANHATTAN,32,0,,TRUE,25-44,M,BLACK,25-44,M,BLACK,"1,000,186","239,141",40.82305625,-73.94242274,1
202356981,9/12/2019,1:20:00,BROOKLYN,77,0,,FALSE,,,,18-24,M,BLACK,"1,004,928","181,897",40.66592604,-73.9254653,1
202356981,9/12/2019,1:20:00,BROOKLYN,77,0,,FALSE,,,,25-44,M,BLACK,"1,004,928","181,897",40.66592604,-73.9254653,1
202302189,9/11/2019,23:53:00,BROOKLYN,77,2,MULTI DWELL - PUBLIC HOUS,TRUE,,,,25-44,M,WHITE HISPANIC,"1,005,432","185,233",40.67508142,-73.9236381,1
202301559,9/11/2019,21:10:00,QUEENS,105,0,,FALSE,,,,25-44,M,BLACK,"1,045,484","181,998",40.66601566,-73.7792762,1
202302188,9/11/2019,20:00:00,BROOKLYN,67,0,,FALSE,,,,45-64,M,BLACK,"1,007,016","178,100",40.65549899,-73.9179517,1
202244820,9/10/2019,22:11:00,MANHATTAN,23,0,,FALSE,,,,25-44,M,BLACK,"1,001,924","227,875",40.79213089,-73.93617279,1
202140604,9/8/2019,20:19:00,QUEENS,113,0,,FALSE,,,,25-44,M,BLACK,"1,051,184","191,065",40.69086118,-73.75863992,1
202139998,9/7/2019,23:48:00,MANHATTAN,26,0,,FALSE,25-44,U,UNKNOWN,25-44,M,WHITE,"996,463","235,457",40.81295064,-73.95588109,1
202139599,9/6/2019,16:52:00,BROOKLYN,83,0,PVT HOUSE,TRUE,25-44,M,BLACK,25-44,M,BLACK,"1,008,507","191,420",40.69205543,-73.91253013,1
202139599,9/6/2019,16:52:00,BROOKLYN,83,0,PVT HOUSE,TRUE,18-24,M,UNKNOWN,25-44,M,BLACK,"1,008,507","191,420",40.69205543,-73.91253013,1
202139996,9/6/2019,16:00:00,BROOKLYN,77,0,,FALSE,25-44,F,BLACK,25-44,M,BLACK,"1,002,251","183,677",40.67081759,-73.93511009,1
202038516,9/5/2019,20:48:00,BROOKLYN,67,0,,TRUE,,,,25-44,M,BLACK,"997,923","173,810",40.64374258,-73.95073199,1
201982887,9/4/2019,20:30:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,"1,009,347","183,819",40.67119008,-73.90952938,1
201982888,9/4/2019,20:00:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,"1,021,153","182,357",40.66713588,-73.86697804,1
201982886,9/4/2019,0:48:00,BRONX,42,0,,FALSE,,,,25-44,M,BLACK,"1,007,582","239,642",40.82441492,-73.91569836,1
201875866,9/2/2019,23:44:00,STATEN ISLAND,122,0,,TRUE,,,,18-24,M,WHITE HISPANIC,"951,830","161,855",40.61087985,-74.11676658,1
201875867,9/2/2019,21:05:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,"998,368","189,350",40.68639573,-73.94909593,1
201875868,9/2/2019,20:25:00,BRONX,48,0,,FALSE,25-44,M,BLACK,18-24,F,BLACK,"1,013,873","250,614",40.85451099,-73.8929193,1
201875865,9/2/2019,12:09:00,BRONX,47,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,"1,022,134","261,091",40.88323555,-73.86299799,1
201875864,9/2/2019,5:30:00,BRONX,48,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK HISPANIC,18-24,M,BLACK,"1,017,483","245,763",40.84118359,-73.87989382,1
201858654,9/2/2019,4:17:00,QUEENS,102,0,,FALSE,,,,25-44,M,ASIAN / PACIFIC ISLANDER,"1,034,150","193,486",40.69761868,-73.82004576,1
201858654,9/2/2019,4:17:00,QUEENS,102,0,,TRUE,,,,25-44,M,ASIAN / PACIFIC ISLANDER,"1,034,150","193,486",40.69761868,-73.82004576,1
201858654,9/2/2019,4:17:00,QUEENS,102,0,,FALSE,,,,25-44,M,WHITE HISPANIC,"1,034,150","193,486",40.69761868,-73.82004576,1
201858654,9/2/2019,4:17:00,QUEENS,102,0,,TRUE,,,,25-44,M,WHITE HISPANIC,"1,034,150","193,486",40.69761868,-73.82004576,1
201856914,9/2/2019,3:42:00,BROOKLYN,83,0,,TRUE,,,,18-24,M,WHITE HISPANIC,"1,010,170","192,777",40.69577536,-73.9065281,1
201858653,9/2/2019,2:57:00,BROOKLYN,70,0,,FALSE,,,,45-64,F,WHITE HISPANIC,"996,636","172,210",40.63935282,-73.95537251,1
201858653,9/2/2019,2:57:00,BROOKLYN,70,0,,TRUE,,,,45-64,F,WHITE HISPANIC,"996,636","172,210",40.63935282,-73.95537251,1
201858653,9/2/2019,2:57:00,BROOKLYN,70,0,,FALSE,,,,45-64,M,WHITE HISPANIC,"996,636","172,210",40.63935282,-73.95537251,1
201858653,9/2/2019,2:57:00,BROOKLYN,70,0,,TRUE,,,,45-64,M,WHITE HISPANIC,"996,636","172,210",40.63935282,-73.95537251,1
201852800,9/1/2019,0:05:00,QUEENS,101,0,,FALSE,,,,25-44,M,BLACK,"1,043,677","155,192",40.59245137,-73.78602574,1
201852752,8/31/2019,15:50:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,"1,002,397","189,963",40.68807094,-73.93456685,1
201852654,8/31/2019,7:42:00,BRONX,45,0,GAS STATION,FALSE,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,"1,025,184","246,300",40.84262515,-73.85205834,1
201851567,8/31/2019,6:05:00,BROOKLYN,72,0,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"982,402","174,332",40.64518572,-74.00666069,1
201852779,8/31/2019,2:45:00,QUEENS,105,0,,FALSE,,,,25-44,M,BLACK,"1,058,211","195,849",40.70393615,-73.73324843,1
201851566,8/30/2019,22:49:00,QUEENS,104,0,,TRUE,25-44,M,BLACK,18-24,M,WHITE HISPANIC,"1,010,733","198,666",40.71193761,-73.90447464,1
201851568,8/30/2019,22:35:00,QUEENS,106,0,,TRUE,25-44,M,BLACK,25-44,M,BLACK,"1,038,635","185,105",40.67458838,-73.80393908,1
201851564,8/30/2019,20:30:00,BRONX,44,0,,FALSE,,,,25-44,M,WHITE HISPANIC,"1,009,200","247,095",40.84486682,-73.90982449,1
201851563,8/30/2019,19:15:00,BROOKLYN,67,0,,FALSE,,,,25-44,M,WHITE HISPANIC,"1,004,519","171,743",40.63805647,-73.9269701,1
201851562,8/30/2019,17:44:00,BROOKLYN,75,0,,FALSE,25-44,M,WHITE HISPANIC,18-24,M,BLACK,"1,019,355","188,601",40.68428155,-73.87342672,1
201851565,8/30/2019,17:15:00,BROOKLYN,83,0,LIQUOR STORE,FALSE,18-24,M,BLACK,25-44,M,BLACK,"1,009,856","190,833",40.69044045,-73.90766784,1
201765787,8/30/2019,1:47:00,QUEENS,103,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,"1,039,614","192,065",40.69368588,-73.80035253,1
201765788,8/29/2019,20:45:00,QUEENS,103,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,"1,040,339","195,947",40.70433647,-73.79770578,1
201765788,8/29/2019,20:45:00,QUEENS,103,0,,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,"1,040,339","195,947",40.70433647,-73.79770578,1
201720171,8/28/2019,15:20:00,MANHATTAN,28,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,"997,406","230,838",40.8002714,-73.95248349,1
201720172,8/28/2019,0:29:00,BRONX,52,0,,FALSE,,,,45-64,F,UNKNOWN,"1,010,676","253,888",40.86350728,-73.904463,1
201664631,8/27/2019,21:50:00,BRONX,49,0,,FALSE,,,,25-44,M,BLACK,"1,020,762","245,865",40.8414506,-73.86804262,1
201664628,8/27/2019,21:33:00,BROOKLYN,71,0,,FALSE,,,,45-64,M,BLACK,"1,000,960","179,894",40.66043663,-73.93977335,1
201664629,8/27/2019,14:20:00,BRONX,44,0,,FALSE,,,,25-44,M,BLACK,"1,008,653","241,755",40.8302116,-73.91182094,1
201664630,8/27/2019,1:00:00,QUEENS,113,0,,FALSE,<18,M,UNKNOWN,<18,F,UNKNOWN,"1,043,252","187,998",40.68249942,-73.78726915,1
201614529,8/26/2019,21:25:00,QUEENS,105,0,,TRUE,,,,18-24,M,BLACK,"1,057,800","176,535",40.65092725,-73.73494154,1
201613990,8/26/2019,21:20:00,BRONX,40,0,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,BLACK,"1,007,753","235,353",40.81264237,-73.91509552,1
201613991,8/26/2019,15:47:00,QUEENS,113,0,,TRUE,,,,18-24,M,BLACK,"1,051,798","184,226",40.67208508,-73.75649442,1
201575315,8/26/2019,3:23:00,MANHATTAN,5,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,WHITE HISPANIC,"986,929","202,082",40.72135294,-73.99033666,1
201573941,8/25/2019,20:20:00,BROOKLYN,62,0,MULTI DWELL - APT BUILD,FALSE,65+,M,WHITE,45-64,F,WHITE,"984,603","160,012",40.6058805,-73.99873016,1
201573935,8/25/2019,17:00:00,QUEENS,110,0,,TRUE,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,"1,016,382","206,914",40.73455765,-73.88405877,1
